"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}",,StartDate,Start Date
"{""ImportId"":""QID41#1_3"",""choiceId"":""5""}",,Q5.5#1_3_5,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Not applicable"
"{""ImportId"":""QID41#1_4"",""choiceId"":""1""}",,Q5.5#1_4_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - Onto/KG Engineer
"{""ImportId"":""QID41#1_4"",""choiceId"":""2""}",,Q5.5#1_4_2,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - Domain Expert
"{""ImportId"":""QID41#1_4"",""choiceId"":""3""}",,Q5.5#1_4_3,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - Automated
"{""ImportId"":""QID41#1_4"",""choiceId"":""4""}",,Q5.5#1_4_4,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - LLM
"{""ImportId"":""QID41#1_4"",""choiceId"":""5""}",,Q5.5#1_4_5,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - Not applicable
"{""ImportId"":""QID41#1_5"",""choiceId"":""1""}",,Q5.5#1_5_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Onto/KG Engineer
"{""ImportId"":""QID41#1_5"",""choiceId"":""2""}",,Q5.5#1_5_2,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Domain Expert
"{""ImportId"":""QID41#1_5"",""choiceId"":""3""}",,Q5.5#1_5_3,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Automated
"{""ImportId"":""QID41#1_5"",""choiceId"":""4""}",,Q5.5#1_5_4,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - LLM
"{""ImportId"":""QID41#1_5"",""choiceId"":""5""}",,Q5.5#1_5_5,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Not applicable
"{""ImportId"":""QID41#1_6"",""choiceId"":""1""}",,Q5.5#1_6_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Onto/KG Engineer"
"{""ImportId"":""QID41#1_6"",""choiceId"":""2""}",,Q5.5#1_6_2,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Domain Expert"
"{""ImportId"":""QID41#1_6"",""choiceId"":""3""}",,Q5.5#1_6_3,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Automated"
"{""ImportId"":""QID41#1_6"",""choiceId"":""4""}",,Q5.5#1_6_4,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - LLM"
"{""ImportId"":""QID41#1_6"",""choiceId"":""5""}",,Q5.5#1_6_5,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Not applicable"
"{""ImportId"":""QID41#1_7"",""choiceId"":""1""}",,Q5.5#1_7_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Other Task - Onto/KG Engineer
"{""ImportId"":""QID41#1_7"",""choiceId"":""2""}",,Q5.5#1_7_2,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Other Task - Domain Expert
"{""ImportId"":""QID41#1_7"",""choiceId"":""3""}",,Q5.5#1_7_3,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Other Task - Automated
"{""ImportId"":""QID41#1_7"",""choiceId"":""4""}",,Q5.5#1_7_4,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Other Task - LLM
"{""ImportId"":""QID41#1_7"",""choiceId"":""5""}",,Q5.5#1_7_5,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Other Task - Not applicable
"{""ImportId"":""QID41#1_7_TEXT""}",,Q5.5#1_7_TEXT,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Who was involved in this step: - Other Task - Text
"{""ImportId"":""QID41#2_1_1""}",,Q5.5#2_1_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Comment about this task: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Comment
"{""ImportId"":""QID41#2_2_1""}",,Q5.5#2_2_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Comment about this task: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Comment
"{""ImportId"":""QID41#2_3_1""}",,Q5.5#2_3_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Comment about this task: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Comment"
"{""ImportId"":""QID41#2_4_1""}",,Q5.5#2_4_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Comment about this task: - Constraints update: I update the mappings based on the ontology changes. - Comment
"{""ImportId"":""QID41#2_5_1""}",,Q5.5#2_5_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Comment about this task: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Comment
"{""ImportId"":""QID41#2_6_1""}",,Q5.5#2_6_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Comment about this task: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Comment"
"{""ImportId"":""QID41#2_7_TEXT""}",,Q5.5#2_7_TEXT,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Comment about this task: - Other Task - Text
"{""ImportId"":""QID41#2_7_1""}",,Q5.5#2_7_1,KG Update in case of schema changes Choose from the tasks below that align with those you followe... - Comment about this task: - Other Task - Comment
"{""ImportId"":""QID41#3_1_1""}",KG Update: tools,Q5.5#3_1_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - If you performed this step, with what tools or libraries? - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Tool, Library, etc."
"{""ImportId"":""QID41#3_2_1""}",,Q5.5#3_2_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - If you performed this step, with what tools or libraries? - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Tool, Library, etc."
"{""ImportId"":""QID41#3_3_1""}",,Q5.5#3_3_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - If you performed this step, with what tools or libraries? - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Tool, Library, etc."
"{""ImportId"":""QID41#3_4_1""}",,Q5.5#3_4_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - If you performed this step, with what tools or libraries? - Constraints update: I update the mappings based on the ontology changes. - Tool, Library, etc."
"{""ImportId"":""QID41#3_5_1""}",,Q5.5#3_5_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - If you performed this step, with what tools or libraries? - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Tool, Library, etc."
"{""ImportId"":""QID41#3_6_1""}",,Q5.5#3_6_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - If you performed this step, with what tools or libraries? - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Tool, Library, etc."
"{""ImportId"":""QID41#3_7_TEXT""}",,Q5.5#3_7_TEXT,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - If you performed this step, with what tools or libraries? - Other Task - Text"
"{""ImportId"":""QID41#3_7_1""}",,Q5.5#3_7_1,"KG Update in case of schema changes Choose from the tasks below that align with those you followe... - If you performed this step, with what tools or libraries? - Other Task - Tool, Library, etc."
"{""ImportId"":""QID42_TEXT""}",,Q5.5.1,KG Update in case of schema changes Are there any other steps you performed that you were unable to mark or add above? Please describe below:
"{""ImportId"":""QID43#1_1"",""choiceId"":""1""}",,Q5.6#1_1_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Onto/KG Engineer
"{""ImportId"":""QID43#1_1"",""choiceId"":""2""}",,Q5.6#1_1_2,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Domain Expert
"{""ImportId"":""QID43#1_1"",""choiceId"":""3""}",,Q5.6#1_1_3,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Automated
"{""ImportId"":""QID43#1_1"",""choiceId"":""4""}",,Q5.6#1_1_4,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - LLM
"{""ImportId"":""QID43#1_1"",""choiceId"":""5""}",,Q5.6#1_1_5,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Not applicable
"{""ImportId"":""QID43#1_2"",""choiceId"":""1""}",,Q5.6#1_2_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Onto/KG Engineer
"{""ImportId"":""QID43#1_2"",""choiceId"":""2""}",,Q5.6#1_2_2,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Domain Expert
"{""ImportId"":""QID43#1_2"",""choiceId"":""3""}",,Q5.6#1_2_3,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Automated
"{""ImportId"":""QID43#1_2"",""choiceId"":""4""}",,Q5.6#1_2_4,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - LLM
"{""ImportId"":""QID43#1_2"",""choiceId"":""5""}",,Q5.6#1_2_5,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Not applicable
"{""ImportId"":""QID43#1_3"",""choiceId"":""1""}",,Q5.6#1_3_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Onto/KG Engineer"
"{""ImportId"":""QID43#1_3"",""choiceId"":""2""}",,Q5.6#1_3_2,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Domain Expert"
"{""ImportId"":""QID43#1_3"",""choiceId"":""3""}",,Q5.6#1_3_3,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Automated"
"{""ImportId"":""QID43#1_3"",""choiceId"":""4""}",,Q5.6#1_3_4,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - LLM"
"{""ImportId"":""QID43#1_3"",""choiceId"":""5""}",,Q5.6#1_3_5,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Not applicable"
"{""ImportId"":""QID43#1_4"",""choiceId"":""1""}",,Q5.6#1_4_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - Onto/KG Engineer
"{""ImportId"":""QID43#1_4"",""choiceId"":""2""}",,Q5.6#1_4_2,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - Domain Expert
"{""ImportId"":""QID43#1_4"",""choiceId"":""3""}",,Q5.6#1_4_3,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - Automated
"{""ImportId"":""QID43#1_4"",""choiceId"":""4""}",,Q5.6#1_4_4,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - LLM
"{""ImportId"":""QID43#1_4"",""choiceId"":""5""}",,Q5.6#1_4_5,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Constraints update: I update the mappings based on the ontology changes. - Not applicable
"{""ImportId"":""QID43#1_5"",""choiceId"":""1""}",,Q5.6#1_5_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Onto/KG Engineer
"{""ImportId"":""QID43#1_5"",""choiceId"":""2""}",,Q5.6#1_5_2,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Domain Expert
"{""ImportId"":""QID43#1_5"",""choiceId"":""3""}",,Q5.6#1_5_3,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Automated
"{""ImportId"":""QID43#1_5"",""choiceId"":""4""}",,Q5.6#1_5_4,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - LLM
"{""ImportId"":""QID43#1_5"",""choiceId"":""5""}",,Q5.6#1_5_5,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Not applicable
"{""ImportId"":""QID43#1_6"",""choiceId"":""1""}",,Q5.6#1_6_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Onto/KG Engineer"
"{""ImportId"":""QID43#1_6"",""choiceId"":""2""}",,Q5.6#1_6_2,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Domain Expert"
"{""ImportId"":""QID43#1_6"",""choiceId"":""3""}",,Q5.6#1_6_3,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Automated"
"{""ImportId"":""QID43#1_6"",""choiceId"":""4""}",,Q5.6#1_6_4,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - LLM"
"{""ImportId"":""QID43#1_6"",""choiceId"":""5""}",,Q5.6#1_6_5,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Not applicable"
"{""ImportId"":""QID43#1_7"",""choiceId"":""1""}",,Q5.6#1_7_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Other Task - Onto/KG Engineer
"{""ImportId"":""QID43#1_7"",""choiceId"":""2""}",,Q5.6#1_7_2,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Other Task - Domain Expert
"{""ImportId"":""QID43#1_7"",""choiceId"":""3""}",,Q5.6#1_7_3,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Other Task - Automated
"{""ImportId"":""QID43#1_7"",""choiceId"":""4""}",,Q5.6#1_7_4,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Other Task - LLM
"{""ImportId"":""QID43#1_7"",""choiceId"":""5""}",,Q5.6#1_7_5,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Other Task - Not applicable
"{""ImportId"":""QID43#1_7_TEXT""}",,Q5.6#1_7_TEXT,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Who was involved in this step: - Other Task - Text
"{""ImportId"":""QID43#2_1_1""}",,Q5.6#2_1_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Comment about this task: - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Comment
"{""ImportId"":""QID43#2_2_1""}",,Q5.6#2_2_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Comment about this task: - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Comment
"{""ImportId"":""QID43#2_3_1""}",,Q5.6#2_3_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Comment about this task: - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Comment"
"{""ImportId"":""QID43#2_4_1""}",,Q5.6#2_4_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Comment about this task: - Constraints update: I update the mappings based on the ontology changes. - Comment
"{""ImportId"":""QID43#2_5_1""}",,Q5.6#2_5_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Comment about this task: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Comment
"{""ImportId"":""QID43#2_6_1""}",,Q5.6#2_6_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - Comment about this task: - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Comment"
"{""ImportId"":""QID43#2_7_TEXT""}",,Q5.6#2_7_TEXT,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Comment about this task: - Other Task - Text
"{""ImportId"":""QID43#2_7_1""}",,Q5.6#2_7_1,KG Update in case of data changes Choose from the tasks below that align with those you followed... - Comment about this task: - Other Task - Comment
"{""ImportId"":""QID43#3_1_1""}",KG Update: tools,Q5.6#3_1_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - If you performed this step, with what tools or libraries? - Mapping update: I updated the mapping rules/scripts based on the ontology changes. - Tool, Library, etc."
"{""ImportId"":""QID43#3_2_1""}",,Q5.6#3_2_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - If you performed this step, with what tools or libraries? - Data update: I run the mapping to regenerate the RDF data. This step is executed incrementally. Meaning only updating the RDF triples which need to be changed or adding new ones and deleting ones that are no longer true and hence not reconstructing the entire RDF graph again. - Tool, Library, etc."
"{""ImportId"":""QID43#3_3_1""}",,Q5.6#3_3_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - If you performed this step, with what tools or libraries? - Data update: I run the mapping to regenerate the RDF data. This step reconstructs all the data, does not detect which ones remain the same - Tool, Library, etc."
"{""ImportId"":""QID43#3_4_1""}",,Q5.6#3_4_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - If you performed this step, with what tools or libraries? - Constraints update: I update the mappings based on the ontology changes. - Tool, Library, etc."
"{""ImportId"":""QID43#3_5_1""}",,Q5.6#3_5_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - If you performed this step, with what tools or libraries? - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed incrementally only on the data which was updated. - Tool, Library, etc."
"{""ImportId"":""QID43#3_6_1""}",,Q5.6#3_6_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - If you performed this step, with what tools or libraries? - Data validation: I run the data validation of the new RDF data using the new constraints. This step is executed over all the RDF data, no matter the changes. - Tool, Library, etc."
"{""ImportId"":""QID43#3_7_TEXT""}",,Q5.6#3_7_TEXT,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - If you performed this step, with what tools or libraries? - Other Task - Text"
"{""ImportId"":""QID43#3_7_1""}",,Q5.6#3_7_1,"KG Update in case of data changes Choose from the tasks below that align with those you followed... - If you performed this step, with what tools or libraries? - Other Task - Tool, Library, etc."
"{""ImportId"":""QID44_TEXT""}",,Q5.6.1,KG Update in case of data changes Are there any other steps you performed that you were unable to mark or add above? Please describe below:
"{""ImportId"":""QID17_TEXT""}",,Q6.1,Do you have any additional comments you would like to share with us?
"{""ImportId"":""QID18""}",,Q6.2,"Besides this survey, we are also carrying out in-depth interviews to deepen our understanding of how KG are constructed and maintained, especially in industry settings. If you are interested in providing more information and have a discussion with us, answer yes below. We will use your email contact from the beginning of the survey to contact you to arrange the interview:"
"{""ImportId"":""QID19_TEXT""}",,Q6.3,Thank you for completing the survey and helping us validate the LOT4KG Methodology. Feel free to reach out to us with any additional questions or comments that surpass what you are able to write below. Leave us your name or other form of reference if you would like to be included in the acknowledgements:
